soc8d,soc8d_label,tech40_id,tech40_label,tech40_labelshort,cosine8d,n_patent,xposure8d
11-1021.00,General and Operations Managers,32,Recommender Systems,Recommender Systems,0,0,-0
11-1021.00,General and Operations Managers,33,Social Networking & Media Platforms,Social Networking,0,0,-0
11-1021.00,General and Operations Managers,34,Digital Media Content,Digital Media Content,0,0,-0
11-1021.00,General and Operations Managers,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
11-1021.00,General and Operations Managers,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
11-1021.00,General and Operations Managers,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
11-1021.00,General and Operations Managers,38,Health Monitoring,Health Monitoring,0,0,-0
11-1021.00,General and Operations Managers,39,Medical Information,Medical Information,0,0,-0
11-1021.00,General and Operations Managers,40,E-Healthcare,E-Healthcare,0,0,-0
11-1031.00,Legislators,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
11-1031.00,Legislators,2,3D Printing,3D Printing,0,0,-0
11-1031.00,Legislators,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
11-1031.00,Legislators,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
11-1031.00,Legislators,5,Internet of Things (IoT),IoT,0,0,-0
11-1031.00,Legislators,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
11-1031.00,Legislators,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
11-1031.00,Legislators,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
11-1031.00,Legislators,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
11-1031.00,Legislators,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
11-1031.00,Legislators,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
11-1031.00,Legislators,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
11-1031.00,Legislators,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
11-1031.00,Legislators,14,Passenger Transportation,Passenger Transportation,0,0,-0
11-1031.00,Legislators,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
11-1031.00,Legislators,16,Digital Advertising,Digital Advertising,0,0,-0
11-1031.00,Legislators,17,Electronic Trading and Auctions,E-Trading,0,0,-0
11-1031.00,Legislators,18,Online Shopping Platforms,Online Shopping,0,0,-0
11-1031.00,Legislators,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
11-1031.00,Legislators,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
11-1031.00,Legislators,21,Mobile Payments,Mobile Payment,0,0,-0
11-1031.00,Legislators,22,Gaming & Wagering Systems,Gaming,0,0,-0
11-1031.00,Legislators,23,Digital Authentication,Digital Authentification,0.6256641922282435,4,0.5907068355939494
11-1031.00,Legislators,24,E-Learning,E-Learning,0,0,-0
11-1031.00,Legislators,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
11-1031.00,Legislators,26,Voice Communication,Voice Communication,0,0,-0
11-1031.00,Legislators,27,Electronic Messaging,Electronic Messaging,0,2,-0
11-1031.00,Legislators,28,Workflow Management,Workflow Management,0.8970611531053391,3,0.8066809113079919
11-1031.00,Legislators,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
11-1031.00,Legislators,30,Information Processing,Information Processing,0,0,-0
11-1031.00,Legislators,31,Cloud Computing,Cloud Computing,0,0,-0
11-1031.00,Legislators,32,Recommender Systems,Recommender Systems,0,0,-0
11-1031.00,Legislators,33,Social Networking & Media Platforms,Social Networking,0,0,-0
11-1031.00,Legislators,34,Digital Media Content,Digital Media Content,0,0,-0
11-1031.00,Legislators,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
11-1031.00,Legislators,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
11-1031.00,Legislators,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
11-1031.00,Legislators,38,Health Monitoring,Health Monitoring,0,0,-0
11-1031.00,Legislators,39,Medical Information,Medical Information,0,0,-0
11-1031.00,Legislators,40,E-Healthcare,E-Healthcare,0,0,-0
11-2011.00,Advertising and Promotions Managers,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
11-2011.00,Advertising and Promotions Managers,2,3D Printing,3D Printing,0,0,-0
11-2011.00,Advertising and Promotions Managers,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
11-2011.00,Advertising and Promotions Managers,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
11-2011.00,Advertising and Promotions Managers,5,Internet of Things (IoT),IoT,0,0,-0
11-2011.00,Advertising and Promotions Managers,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
11-2011.00,Advertising and Promotions Managers,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
11-2011.00,Advertising and Promotions Managers,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
11-2011.00,Advertising and Promotions Managers,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
11-2011.00,Advertising and Promotions Managers,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
11-2011.00,Advertising and Promotions Managers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
11-2011.00,Advertising and Promotions Managers,12,Parking & Vehicle Space Management,Parking Management,0.8240720544265443,2,0.7513552092963823
11-2011.00,Advertising and Promotions Managers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0.912039606826708,2,0.8177891595461669
11-2011.00,Advertising and Promotions Managers,14,Passenger Transportation,Passenger Transportation,1.3621867930086777,3,1.1158052749989307
11-2011.00,Advertising and Promotions Managers,15,Food Ordering & Vending Systems,Food Ordering,0.8361576492899299,4,0.760654330339392
11-2011.00,Advertising and Promotions Managers,16,Digital Advertising,Digital Advertising,2356.1596683374482,5195,8.457935539009233
11-2011.00,Advertising and Promotions Managers,17,Electronic Trading and Auctions,E-Trading,12.86383635821814,42,3.2490745320420493
11-2011.00,Advertising and Promotions Managers,18,Online Shopping Platforms,Online Shopping,61.910425027803264,145,4.818900981692047
11-2011.00,Advertising and Promotions Managers,19,E-Coupons & Promotion Management,E-Coupons,270.1928245005926,670,6.292286473925671
11-2011.00,Advertising and Promotions Managers,20,Electronic Payments & Financial Transactions,E-Payment,1.2102084010802965,4,1.0224920239314708
11-2011.00,Advertising and Promotions Managers,21,Mobile Payments,Mobile Payment,0.30601061423279197,2,0.3014253860449079
11-2011.00,Advertising and Promotions Managers,22,Gaming & Wagering Systems,Gaming,2.0966410969216227,6,1.4860377892578587
11-2011.00,Advertising and Promotions Managers,23,Digital Authentication,Digital Authentification,0,0,-0
11-2011.00,Advertising and Promotions Managers,24,E-Learning,E-Learning,0,0,-0
11-2011.00,Advertising and Promotions Managers,25,Location-Based Services & Tracking,Location-Based Services,6.471297987084935,16,2.5664408909773693
11-2011.00,Advertising and Promotions Managers,26,Voice Communication,Voice Communication,4.4888544774644386,13,2.206927047639053
11-2011.00,Advertising and Promotions Managers,27,Electronic Messaging,Electronic Messaging,7.055208631529859,20,2.6518984200379925
11-2011.00,Advertising and Promotions Managers,28,Workflow Management,Workflow Management,2.204942482376976,6,1.5317038069814157
11-2011.00,Advertising and Promotions Managers,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
11-2011.00,Advertising and Promotions Managers,30,Information Processing,Information Processing,15.466203935851942,42,3.43284793343457
11-2011.00,Advertising and Promotions Managers,31,Cloud Computing,Cloud Computing,0,0,-0
11-2011.00,Advertising and Promotions Managers,32,Recommender Systems,Recommender Systems,12.63995559046484,34,3.231571160087976
11-2011.00,Advertising and Promotions Managers,33,Social Networking & Media Platforms,Social Networking,61.89346894412986,170,4.8186270990030655
11-2011.00,Advertising and Promotions Managers,34,Digital Media Content,Digital Media Content,15.342827425302495,42,3.424855600330861
11-2011.00,Advertising and Promotions Managers,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.6945572147961689,2,0.6482019622063668
11-2011.00,Advertising and Promotions Managers,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
11-2011.00,Advertising and Promotions Managers,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
11-2011.00,Advertising and Promotions Managers,38,Health Monitoring,Health Monitoring,0,0,-0
11-2011.00,Advertising and Promotions Managers,39,Medical Information,Medical Information,0,1,-0
11-2011.00,Advertising and Promotions Managers,40,E-Healthcare,E-Healthcare,0,0,-0
11-2011.01,Green Marketers,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
11-2011.01,Green Marketers,2,3D Printing,3D Printing,0,0,-0
11-2011.01,Green Marketers,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
11-2011.01,Green Marketers,4,Smart Agriculture & Water Management,Smart Agriculture,0,1,-0
11-2011.01,Green Marketers,5,Internet of Things (IoT),IoT,0,0,-0
11-2011.01,Green Marketers,6,Predictive Energy Management and Distribution,Energy Management,5.8325216652952925,18,2.4638658904668276
11-2011.01,Green Marketers,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
11-2011.01,Green Marketers,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
11-2011.01,Green Marketers,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
11-2011.01,Green Marketers,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
11-2011.01,Green Marketers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
11-2011.01,Green Marketers,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
11-2011.01,Green Marketers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
11-2011.01,Green Marketers,14,Passenger Transportation,Passenger Transportation,0,0,-0
11-2011.01,Green Marketers,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
11-2011.01,Green Marketers,16,Digital Advertising,Digital Advertising,9.179449568585255,28,2.9130682320483587
11-2011.01,Green Marketers,17,Electronic Trading and Auctions,E-Trading,0,0,-0
11-2011.01,Green Marketers,18,Online Shopping Platforms,Online Shopping,0,0,-0
11-2011.01,Green Marketers,19,E-Coupons & Promotion Management,E-Coupons,0.6753399444075314,8,0.632347271786119
11-2011.01,Green Marketers,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
11-2011.01,Green Marketers,21,Mobile Payments,Mobile Payment,0,0,-0
11-2011.01,Green Marketers,22,Gaming & Wagering Systems,Gaming,0,0,-0
11-2011.01,Green Marketers,23,Digital Authentication,Digital Authentification,0,0,-0
11-2011.01,Green Marketers,24,E-Learning,E-Learning,0,0,-0
11-2011.01,Green Marketers,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
11-2011.01,Green Marketers,26,Voice Communication,Voice Communication,0,0,-0
11-2011.01,Green Marketers,27,Electronic Messaging,Electronic Messaging,0,0,-0
11-2011.01,Green Marketers,28,Workflow Management,Workflow Management,0,0,-0
11-2011.01,Green Marketers,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
11-2011.01,Green Marketers,30,Information Processing,Information Processing,0,0,-0
11-2011.01,Green Marketers,31,Cloud Computing,Cloud Computing,0,2,-0
11-2011.01,Green Marketers,32,Recommender Systems,Recommender Systems,0,0,-0
11-2011.01,Green Marketers,33,Social Networking & Media Platforms,Social Networking,0,0,-0
11-2011.01,Green Marketers,34,Digital Media Content,Digital Media Content,0,0,-0
11-2011.01,Green Marketers,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
11-2011.01,Green Marketers,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
11-2011.01,Green Marketers,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
11-2011.01,Green Marketers,38,Health Monitoring,Health Monitoring,0,0,-0
11-2011.01,Green Marketers,39,Medical Information,Medical Information,0,0,-0
11-2011.01,Green Marketers,40,E-Healthcare,E-Healthcare,0,0,-0
11-2021.00,Marketing Managers,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
11-2021.00,Marketing Managers,2,3D Printing,3D Printing,0,0,-0
11-2021.00,Marketing Managers,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
11-2021.00,Marketing Managers,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
11-2021.00,Marketing Managers,5,Internet of Things (IoT),IoT,0,0,-0
11-2021.00,Marketing Managers,6,Predictive Energy Management and Distribution,Energy Management,0,1,-0
11-2021.00,Marketing Managers,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
11-2021.00,Marketing Managers,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
11-2021.00,Marketing Managers,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
11-2021.00,Marketing Managers,10,Intelligent Logistics,Intelligent Logistics,0,2,-0
11-2021.00,Marketing Managers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
11-2021.00,Marketing Managers,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
11-2021.00,Marketing Managers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
11-2021.00,Marketing Managers,14,Passenger Transportation,Passenger Transportation,0,0,-0
11-2021.00,Marketing Managers,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
11-2021.00,Marketing Managers,16,Digital Advertising,Digital Advertising,106.69174466050903,283,5.363112927849347
11-2021.00,Marketing Managers,17,Electronic Trading and Auctions,E-Trading,0.32133076285634776,1,0.31604318565221734
11-2021.00,Marketing Managers,18,Online Shopping Platforms,Online Shopping,6.929849727247131,18,2.6341509803278766
11-2021.00,Marketing Managers,19,E-Coupons & Promotion Management,E-Coupons,8.509005363735579,23,2.8377073775139543
11-2021.00,Marketing Managers,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
11-2021.00,Marketing Managers,21,Mobile Payments,Mobile Payment,0,0,-0
11-2021.00,Marketing Managers,22,Gaming & Wagering Systems,Gaming,0,0,-0
11-2021.00,Marketing Managers,23,Digital Authentication,Digital Authentification,0,0,-0
11-2021.00,Marketing Managers,24,E-Learning,E-Learning,0,0,-0
11-2021.00,Marketing Managers,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
11-2021.00,Marketing Managers,26,Voice Communication,Voice Communication,0.8108672300325777,3,0.7411316626318758
11-2021.00,Marketing Managers,27,Electronic Messaging,Electronic Messaging,0.4340948770755702,2,0.42150253703887725
11-2021.00,Marketing Managers,28,Workflow Management,Workflow Management,0.4828384983106037,1,0.46580967382967764
11-2021.00,Marketing Managers,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
11-2021.00,Marketing Managers,30,Information Processing,Information Processing,0,2,-0
11-2021.00,Marketing Managers,31,Cloud Computing,Cloud Computing,0,0,-0
11-2021.00,Marketing Managers,32,Recommender Systems,Recommender Systems,0.3685680815974119,3,0.36069586695362094
11-2021.00,Marketing Managers,33,Social Networking & Media Platforms,Social Networking,1.6171292544016405,4,1.258027012922236
11-2021.00,Marketing Managers,34,Digital Media Content,Digital Media Content,0.7687892528018786,5,0.7081108497008616
11-2021.00,Marketing Managers,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
11-2021.00,Marketing Managers,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
11-2021.00,Marketing Managers,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
11-2021.00,Marketing Managers,38,Health Monitoring,Health Monitoring,0,0,-0
11-2021.00,Marketing Managers,39,Medical Information,Medical Information,0,0,-0
11-2021.00,Marketing Managers,40,E-Healthcare,E-Healthcare,0,0,-0
11-2022.00,Sales Managers,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
11-2022.00,Sales Managers,2,3D Printing,3D Printing,0,0,-0
11-2022.00,Sales Managers,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
11-2022.00,Sales Managers,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
11-2022.00,Sales Managers,5,Internet of Things (IoT),IoT,0,0,-0
11-2022.00,Sales Managers,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
11-2022.00,Sales Managers,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
11-2022.00,Sales Managers,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
11-2022.00,Sales Managers,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
11-2022.00,Sales Managers,10,Intelligent Logistics,Intelligent Logistics,0.4979085877103169,1,0.47934042703200064
11-2022.00,Sales Managers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
11-2022.00,Sales Managers,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
11-2022.00,Sales Managers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
11-2022.00,Sales Managers,14,Passenger Transportation,Passenger Transportation,0,0,-0
11-2022.00,Sales Managers,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
11-2022.00,Sales Managers,16,Digital Advertising,Digital Advertising,3.3759807160587156,12,1.9310797192700833
11-2022.00,Sales Managers,17,Electronic Trading and Auctions,E-Trading,7.540197974532558,19,2.7177640788563973
11-2022.00,Sales Managers,18,Online Shopping Platforms,Online Shopping,30.886981792665242,76,4.123743924492351
11-2022.00,Sales Managers,19,E-Coupons & Promotion Management,E-Coupons,25.228286569264633,69,3.921505590928838
11-2022.00,Sales Managers,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
11-2022.00,Sales Managers,21,Mobile Payments,Mobile Payment,0,0,-0
11-2022.00,Sales Managers,22,Gaming & Wagering Systems,Gaming,0,1,-0
11-2022.00,Sales Managers,23,Digital Authentication,Digital Authentification,0,0,-0
11-2022.00,Sales Managers,24,E-Learning,E-Learning,0,0,-0
11-2022.00,Sales Managers,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
11-2022.00,Sales Managers,26,Voice Communication,Voice Communication,0.4709464114989981,2,0.45507572767346677
11-2022.00,Sales Managers,27,Electronic Messaging,Electronic Messaging,0.4739637648677681,1,0.4578039196384149
11-2022.00,Sales Managers,28,Workflow Management,Workflow Management,0.52067931091556785,5,0.4996310567093131
11-2022.00,Sales Managers,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
11-2022.00,Sales Managers,30,Information Processing,Information Processing,1.15455860375773,4,0.986554039760505
11-2022.00,Sales Managers,31,Cloud Computing,Cloud Computing,0,0,-0
11-2022.00,Sales Managers,32,Recommender Systems,Recommender Systems,0.3709924434361975,1,0.3629697456708862
11-2022.00,Sales Managers,33,Social Networking & Media Platforms,Social Networking,0.3999207713102113,2,0.3899617567741704
11-2022.00,Sales Managers,34,Digital Media Content,Digital Media Content,0,0,-0
11-2022.00,Sales Managers,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
11-2022.00,Sales Managers,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
11-2022.00,Sales Managers,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
11-2022.00,Sales Managers,38,Health Monitoring,Health Monitoring,0,0,-0
11-2022.00,Sales Managers,39,Medical Information,Medical Information,0,0,-0
11-2022.00,Sales Managers,40,E-Healthcare,E-Healthcare,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,2,3D Printing,3D Printing,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,5,Internet of Things (IoT),IoT,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,14,Passenger Transportation,Passenger Transportation,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,16,Digital Advertising,Digital Advertising,24.564839739555055,71,3.8948773623321324
11-2031.00,Public Relations and Fundraising Managers,17,Electronic Trading and Auctions,E-Trading,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,18,Online Shopping Platforms,Online Shopping,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,19,E-Coupons & Promotion Management,E-Coupons,0.4918402001083236,2,0.4739015937882169
11-2031.00,Public Relations and Fundraising Managers,20,Electronic Payments & Financial Transactions,E-Payment,0,2,-0
11-2031.00,Public Relations and Fundraising Managers,21,Mobile Payments,Mobile Payment,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,22,Gaming & Wagering Systems,Gaming,0.39211511261558546,2,0.38270447172609046
11-2031.00,Public Relations and Fundraising Managers,23,Digital Authentication,Digital Authentification,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,24,E-Learning,E-Learning,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,26,Voice Communication,Voice Communication,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,27,Electronic Messaging,Electronic Messaging,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,28,Workflow Management,Workflow Management,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,30,Information Processing,Information Processing,0.35758285002407986,1,0.3503701895792904
11-2031.00,Public Relations and Fundraising Managers,31,Cloud Computing,Cloud Computing,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,32,Recommender Systems,Recommender Systems,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,33,Social Networking & Media Platforms,Social Networking,22.718701477298808,76,3.816819633228713
11-2031.00,Public Relations and Fundraising Managers,34,Digital Media Content,Digital Media Content,1.4572970431784253,6,1.1708400507739967
11-2031.00,Public Relations and Fundraising Managers,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,38,Health Monitoring,Health Monitoring,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,39,Medical Information,Medical Information,0,0,-0
11-2031.00,Public Relations and Fundraising Managers,40,E-Healthcare,E-Healthcare,0,0,-0
11-3011.00,Administrative Services Managers,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
11-3011.00,Administrative Services Managers,2,3D Printing,3D Printing,0,0,-0
11-3011.00,Administrative Services Managers,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
11-3011.00,Administrative Services Managers,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
11-3011.00,Administrative Services Managers,5,Internet of Things (IoT),IoT,0,0,-0
11-3011.00,Administrative Services Managers,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
11-3011.00,Administrative Services Managers,7,Industrial Automation & Robot Control,Industrial Automation,0.40717161226379867,1,0.3966857326092097
11-3011.00,Administrative Services Managers,8,Remote Monitoring & Control Systems,Remote Monitoring,0,1,-0
11-3011.00,Administrative Services Managers,9,Smart Home & Intelligent Household Control,Smart Home,0,1,-0
11-3011.00,Administrative Services Managers,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
11-3011.00,Administrative Services Managers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
11-3011.00,Administrative Services Managers,12,Parking & Vehicle Space Management,Parking Management,7.79414181189914,25,2.7506097264174953
11-3011.00,Administrative Services Managers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0.3799014508237428,1,0.3713102678045189
11-3011.00,Administrative Services Managers,14,Passenger Transportation,Passenger Transportation,1.1849748361560615,5,1.006318605466177
11-3011.00,Administrative Services Managers,15,Food Ordering & Vending Systems,Food Ordering,0.35738404281244984,1,0.3501829846999579
11-3011.00,Administrative Services Managers,16,Digital Advertising,Digital Advertising,0,0,-0
11-3011.00,Administrative Services Managers,17,Electronic Trading and Auctions,E-Trading,0,0,-0
11-3011.00,Administrative Services Managers,18,Online Shopping Platforms,Online Shopping,0,0,-0
